,Fuel_Type,Body_Type,Gears,Seating_Capacity,Ventilation_System,Airbags,Navigation_System,Model_Name,Mileage,Fuel_Capacity,Price
664,Diesel,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Monte Carlo,21.13,55.0,1299599
665,Petrol,Sedan,5,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Skoda Monte Carlo,15.41,55.0,1139599
666,Petrol,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv500,13.85,70.0,1610180
667,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv500,15.1,70.0,1418313
668,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1539488
669,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv500,16.0,70.0,1588943
670,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1710118
671,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Mahindra Xuv500,16.0,70.0,1716319
672,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1837586
673,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Mahindra Xuv500,16.0,70.0,1741319
674,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1862586
675,Petrol,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv500,13.85,70.0,1610180
676,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv500,15.1,70.0,1418313
677,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1539488
678,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mahindra Xuv500,16.0,70.0,1588943
679,Diesel,SUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1710118
680,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Mahindra Xuv500,16.0,70.0,1716319
681,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1837586
682,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Mahindra Xuv500,16.0,70.0,1741319
683,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1862586
684,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Mahindra Xuv500,16.0,70.0,1852488
685,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Mahindra Xuv500,16.0,70.0,1973664
686,Diesel,SUV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",None,Mahindra Xuv500,16.0,70.0,1230924
690,Diesel,SUV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Hexa,17.6,60.0,1639374
691,Diesel,SUV,6,6.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Tata Hexa,17.6,60.0,1929417
692,Diesel,SUV,6,6.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Tata Hexa,17.6,60.0,1912593
694,Diesel,SUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Hexa,17.6,60.0,1371864
695,Diesel,SUV,6,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag",Yes,Tata Hexa,17.6,60.0,1531377
697,Diesel,MUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Innova Crysta,15.4,55.0,1605000
698,Diesel,MUV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Toyota Innova Crysta,15.0,55.0,1927000
699,Diesel,MUV,5,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Innova Crysta,15.4,55.0,1610000
700,Diesel,MUV,5,8.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Toyota Innova Crysta,15.4,55.0,1932000
701,Diesel,MUV,5,7.0,Fully automatic climate control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Toyota Innova Crysta,15.1,55.0,2113000
702,Petrol,MUV,6,8.0,Air Conditioning with cooling only,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag",None,Toyota Innova Crysta,10.83,55.0,1620000
703,Petrol,MUV,6,7.0,Fully automatic climate control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",None,Toyota Innova Crysta,10.83,55.0,1615000
704,Petrol,MUV,6,7.0,Fully automatic climate control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Toyota Innova Crysta,10.75,55.0,2103000
705,Petrol,MUV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Toyota Innova Crysta,11.25,55.0,1807000
706,Petrol,MUV,6,7.0,Manual Air conditioning with cooling and heating,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",None,Toyota Innova Crysta,11.25,55.0,1493000
707,Petrol,MUV,6,8.0,Air Conditioning with cooling only,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",None,Toyota Innova Crysta,11.25,55.0,1498000
708,Diesel,MUV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Toyota Innova Crysta,15.0,55.0,2097000
709,Petrol,MUV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Innova Crysta,11.25,55.0,1892000
710,Petrol,MUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Drive side airbag",Yes,Toyota Innova Crysta,10.75,55.0,2171000
711,Diesel,MUV,5,7.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Innova Crysta,15.4,55.0,1592000
712,Diesel,MUV,5,8.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Innova Crysta,15.1,55.0,1587000
718,Diesel,SUV,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Jeep Compass,17.1,60.0,1888000
723,Petrol,SUV,7,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Jeep Compass,16.3,60.0,2167000
724,Diesel,SUV,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Jeep Compass,17.1,60.0,2133000
725,Diesel,SUV,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Jeep Compass,16.3,60.0,2311000
729,Petrol,SUV,7,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Jeep Compass,16.3,60.0,2070000
732,Diesel,SUV,9,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Jeep Compass,17.1,60.0,2499000
733,Diesel,SUV,9,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Jeep Compass,17.1,60.0,2196000
734,Petrol,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Corolla Altis,16.7,55.0,1645000
735,Petrol,Sedan,7,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Corolla Altis,16.7,55.0,1806000
736,Petrol,Sedan,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Toyota Corolla Altis,16.7,55.0,1882000
737,Diesel,Sedan,6,5.0,Fully automatic climate control,"Driver knee airbag, Driver frontal airbag, Front passenger frontal airbag",None,Toyota Corolla Altis,21.0,43.0,1936000
738,Diesel,Sedan,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",None,Toyota Corolla Altis,21.0,43.0,1771000
739,Petrol,Sedan,6,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Toyota Corolla Altis,16.7,55.0,2019000
740,Petrol,Sedan,7,5.0,Manual Air conditioning with cooling and heating,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Honda Civic,16.5,47.0,1793900
741,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Yes,Honda Civic,16.5,47.0,1944900
742,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Honda Civic,16.8,47.0,2124900
743,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger curtain airbag, Front passenger frontal airbag, Driver curtain airbag",Yes,Honda Civic,26.8,47.0,2054900
744,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Honda Civic,26.8,47.0,2234900
752,Petrol,Sedan,6,5.0,2 Zone Climate Control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Skoda Superb,14.12,66.0,2599599
753,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Skoda Superb,14.67,66.0,2779599
754,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Rear passenger side airbags",Yes,Skoda Superb,13.7,66.0,3099599
755,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Skoda Superb,18.19,66.0,3349599
756,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Skoda Superb,18.19,66.0,3029599
757,Petrol,Sedan,7,5.0,2 Zone Climate Control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Skoda Superb,14.67,66.0,2599599
758,Diesel,Sedan,6,5.0,2 Zone Climate Control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Yes,Skoda Superb,18.19,66.0,2849599
759,Diesel,Hatchback,6,5.0,2 Zone Climate Control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Driver curtain airbag, Rear passenger curtain airbags",Yes,Volvo V40,16.81,60.0,2769000
760,Diesel,Hatchback,6,5.0,2 Zone Climate Control,"Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Driver head airbag",Yes,Volvo V40,16.81,60.0,3191000
761,Diesel,SUV,5,7.0,Fully automatic climate control,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Toyota Fortuner,12.9,80.0,3205000
762,Diesel,SUV,5,7.0,Fully automatic climate control,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag",Yes,Toyota Fortuner,14.24,80.0,3019000
763,Diesel,SUV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Toyota Fortuner,14.24,80.0,3216000
764,Diesel,SUV,5,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Drive side airbag",Yes,Toyota Fortuner,12.9,80.0,3395000
765,Petrol,SUV,5,7.0,Fully automatic climate control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Toyota Fortuner,10.26,80.0,2977000
766,Petrol,SUV,5,7.0,Fully automatic climate control,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Toyota Fortuner,10.01,80.0,2818000
767,Diesel,SUV,6,7.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Toyota Fortuner,12.9,80.0,3420000
768,Diesel,SUV,6,7.0,"Fully automatic climate control, 2 Zone Climate Control","Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Ford Endeavour,10.91,80.0,3470000
769,Diesel,SUV,6,7.0,"Fully automatic climate control, 2 Zone Climate Control","Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Ford Endeavour,12.62,80.0,3233000
770,Diesel,SUV,6,7.0,"Fully automatic climate control, 2 Zone Climate Control","Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Ford Endeavour,12.62,80.0,2920000
771,Diesel,Hatchback,6,4.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",None,Mini Cooper 3 Door,21.15,44.0,2990000
772,Petrol,Hatchback,6,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag",Yes,Mini Cooper 3 Door,15.75,44.0,3420000
773,Diesel,SUV,7,7.0,"Fully automatic climate control, 3 Zone climate control","Drive side airbag, Front passenger knee airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Driver head airbag, Front passenger head airbag",Yes,Skoda Kodiaq Scout,16.25,63.0,3399000
774,Diesel,"Crossover, SUV",8,5.0,2 Zone Climate Control,"Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag",None,Bmw X1,20.68,51.0,3520000
775,Diesel,"SUV, Crossover",8,5.0,2 Zone Climate Control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Bmw X1,20.68,51.0,3930000
776,Diesel,"SUV, Crossover",8,5.0,2 Zone Climate Control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Bmw X1,20.68,51.0,4570000
777,Diesel,SUV,8,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",Yes,Bmw X1,17.05,61.0,4240000
778,Petrol,"Crossover, SUV",7,5.0,2 Zone Climate Control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Bmw X1,16.3,51.0,3830000
780,Diesel,Sedan,8,5.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Volvo S60,21.7,67.5,3850500
781,Diesel,Sedan,8,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Bmw 3-Series,19.62,40.0,4140000
782,Diesel,Sedan,8,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Bmw 3-Series,19.62,40.0,4690000
783,Petrol,Sedan,8,5.0,2 Zone Climate Control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Bmw 3-Series,16.13,59.0,4790000
784,Diesel,"Sedan, Crossover",6,4.0,Fully automatic climate control,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Volvo S60 Cross Country,19.6,67.0,4426500
785,Diesel,SUV,7,5.0,3 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Audi Q5,16.9,64.0,5021200
786,Diesel,SUV,7,5.0,3 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Yes,Audi Q5,15.73,64.0,5621200
787,Petrol,SUV,7,5.0,Fully automatic climate control,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Audi Q5,12.44,70.0,5021200
788,Petrol,SUV,7,5.0,Fully automatic climate control,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Audi Q5,12.44,70.0,5621200
801,Diesel,SUV,6,5.0,Fully automatic climate control,"Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Volvo Xc60,18.8,70.0,5990000
802,Diesel,SUV,8,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Bmw X4,16.4,60.0,6060000
803,Diesel,SUV,8,5.0,2 Zone Climate Control,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Bmw X4,16.4,68.0,6590000
804,Petrol,SUV,8,5.0,Fully automatic climate control,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Bmw X4,13.32,68.0,6350000
805,Petrol,SUV,8,5.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Jeep Wrangler,8.4,85.0,6394000
807,Petrol,"Sports, Convertible",8,2.0,Fully automatic climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Bmw Z4 Roadster,7.6,52.0,6490000
808,Petrol,"Sports, Convertible",8,2.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Bmw Z4 Roadster,7.6,52.0,7890000
812,Diesel,SUV,8,7.0,4 Zone climate control,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Audi Q7,14.75,75.0,7221500
813,Diesel,SUV,8,7.0,4 Zone climate control,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Audi Q7,14.75,75.0,8021500
814,Petrol,SUV,8,7.0,4 Zone climate control,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Audi Q7,11.68,75.0,6921500
816,Diesel,SUV,8,7.0,4 Zone climate control,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Audi Q7,14.75,75.0,8111500
820,Petrol,SUV,9,5.0,2 Zone Climate Control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Rear passenger head airbags",Yes,Land Rover Rover Range Velar,12.63,65.0,7246802
822,Diesel,SUV,8,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Volvo Xc90,17.2,68.0,8790000
823,Diesel,SUV,8,7.0,4 Zone climate control,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Volvo Xc90,17.2,68.0,8090000
825,Hybrid,SUV,8,7.0,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Volvo Xc90,17.2,68.0,9665000
826,Diesel,SUV,8,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Volvo Xc90,17.2,68.0,8491500
836,Diesel,SUV,8,7.0,3 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Land Rover Rover Range Sport,11.5,105.0,14908985
837,Diesel,Sedan,8,5.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Jaguar Xj,12.9,82.0,9738609
838,Diesel,Sedan,8,5.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Jaguar Xj,12.9,83.0,10725145
839,Diesel,Sedan,8,5.0,4 Zone climate control,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Jaguar Xj,12.9,82.0,11129599
840,Hybrid,SUV,8,5.0,"2 Zone Climate Control, Fully automatic climate control","Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Porsche Cayenne,3.4,75.0,15806000
841,Petrol,SUV,8,5.0,"Fully automatic climate control, 2 Zone Climate Control","Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Porsche Cayenne,16.2,90.0,19210000
846,Diesel,SUV,6,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag, Front passenger knee airbag",Yes,Toyota Land Cruiser,9.0,93.0,14699000
847,Petrol,"Sedan, Coupe",8,4.0,4 Zone climate control,"Driver frontal airbag, Driver head airbag, Front passenger frontal airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Rear passenger head airbags",Yes,Audi Rs7,9.8,75.0,17072000
848,Petrol,SUV,8,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Land Rover Rover Range,9.6,105.0,26037526
849,Petrol,SUV,8,5.0,4 Zone climate control,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag, Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Land Rover Rover Range,9.6,105.0,32522000
850,Petrol,SUV,8,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag",Yes,Land Rover Rover Range,11.6,85.0,19527130
857,Petrol,SUV,8,7.0,4 Zone climate control,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag",Yes,Land Rover Rover Range,11.6,85.0,21398758
858,Petrol,Convertible,6,4.0,Fully automatic climate control,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Drive side airbag",Yes,Maserati Grancabrio,9.8,75.0,19865675
863,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,10.6,90.0,37133704
864,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,11.24,90.0,32452486
865,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,8.0,90.0,35150732
866,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,10.6,90.0,37614126
867,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,11.24,90.0,35535000
868,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,10.6,90.0,40742932
869,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,10.6,90.0,37300000
871,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Lamborghini Huracan,10.6,90.0,32200000
872,Petrol,Coupe,7,2.0,Fully automatic climate control,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Ferrari 488 Gtb,5.5,78.0,36761413
